country,country_code,product,product_code,quantity
Germany,DE,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, e.g., switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes, for a voltage > 1.000 V (excl. control desks, cabinets",8535.0,272358017
Hungary,HU,"Pumps for liquids, whether or not fitted with a measuring device (excl. ceramic pumps and secretion aspirating pumps for medical use and medical pumps carried on or implanted in the body); liquid elevators (excl. pumps); parts thereof",8413.0,272253590
Netherlands,NL,"Machinery, plant or laboratory equipment whether or not electrically heated (excl. furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilising, pasteurising, ste",8419.0,272206086
Germany,DE,"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel ""e.g., welded, riveted or similarly closed""",7305.0,272084730
Belgium,BE,"Ice cream and other edible ice, whether or not containing cocoa",2105.0,272077135
Germany,DE,"Sanitary ware, and parts thereof, of iron or steel (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings)",7324.0,271904282
Canary Islands,IC,"Tomatoes, fresh or chilled",702.0,271725969
France,FR,"Prepared foods obtained by the swelling or roasting of cereals or cereal products, e.g. corn flakes; cereals (other than maize ""corn"") in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, n.e.s.",1904.0,271592236
Estonia,EE,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous miner",2710.0,271404753
Sweden,SE,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7219.0,271346893
Sweden,SE,"Food preparations, n.e.s.",2106.0,270677229
Germany,DE,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, n.e.s., in primary forms",3911.0,270600101
Hungary,HU,"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red lamps; arc lamps; parts thereof",8539.0,270368947
Netherlands,NL,"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen",304.0,270321937
Irish Republic,IE,Oxygen-function amino-compounds,2922.0,270168014
Spain,ES,"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excl. expanded plates, sheets and strip)",7606.0,269989258
Germany,DE,"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)",7408.0,269465059
Netherlands,NL,"Centrifuges, incl. centrifugal dryers (excl. those for isotope separation); filtering or purifying machinery and apparatus, for liquids or gases; parts thereof (excl. artificial kidneys)",8421.0,268592006
Netherlands,NL,"Parts suitable for use solely or principally with transmission and reception apparatus for radio-telephony, radio-telegraphy, radio-broadcasting, television, television cameras, still image video cameras and other video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote c",8529.0,268414648
Austria,AT,"Compression-ignition internal combustion piston engine ""diesel or semi-diesel engine""",8408.0,268216415
Lithuania,LT,Preparations of a kind used in animal feeding,2309.0,267847258
France,FR,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not co",3401.0,267544424
Irish Republic,IE,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, incl. pressure-reducing valves and thermostatically controlled valves; parts thereof",8481.0,267419676
Germany,DE,"Compounds with other nitrogen function (excl. amine-function compounds; oxygen-function amino-compounds; quaternary ammonium salts and hydroxides; lecithin and other phosphoaminolipids; carboxyamide-function compounds; amide-function compounds of carbonic acid; carboxyimide-function, imine-function or ni",2929.0,267143865
Italy,IT,"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excl. sewing thread and yarn put up for retail sale)",5402.0,266967576
Netherlands,NL,Ferro-alloys,7202.0,266858729
Italy,IT,"Men's or boys' shirts (excl. knitted or crocheted, nightshirts, singlets and other vests)",6205.0,266857820
Spain,ES,"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or suntan preparations (excl. medicaments); manicure or pedicure preparations",3304.0,266831352
Spain,ES,"Furniture and parts thereof, n.e.s. (excl. seats and medical, surgical, dental or veterinary furniture)",9403.0,266405901
Spain,ES,"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other closures, of plastics",3923.0,266394478
France,FR,"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated signs, illuminated nameplates and the like having a permanently fixed light source, and parts thereof, n.e.s.",9405.0,265388521
Spain,ES,"Sausages and similar products, of meat, offal or blood; food preparations based on these products",1601.0,265215294
France,FR,"Polymers of styrene, in primary forms",3903.0,264234375
Germany,DE,"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide",2818.0,263846483
Poland,PL,"Safety glass, toughened ""tempered"", laminated safety glass (excl. multiple-walled insulating units of glass, glasses for spectacles and clock or watch glasses)",7007.0,263836187
Germany,DE,"Builders' ware of plastics, n.e.s.",3925.0,263819881
Sweden,SE,Parts suitable for use solely or principally with internal combustion piston engine of heading 8407 or 8408,8409.0,263683849
Germany,DE,"Milk and cream, concentrated or containing added sugar or other sweetening matter",402.0,263228796
Austria,AT,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or in square or rectangular sheets, of any size, and handmade paper and paperboard (excl. newsprint of heading 4801 and paper of heading 4803)",4802.0,262794881
Spain,ES,"Cucumbers and gherkins, fresh or chilled",707.0,262735116
Belgium,BE,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, incl. Kelem, Schumacks, Karamanie and similar hand-woven rugs",5702.0,262465446
Romania,RO,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses ""incl. those in the form of transdermal administration"" or in forms or packings for retail sale (excl. goods of heading 3002, 3005 or 3006)",3004.0,261979277
France,FR,"Extracts, essences and concentrates, of coffee, tea or mat‚ and preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",2101.0,261483103
Netherlands,NL,"Printed books, brochures and similar printed matter, whether or not in single sheets (excl. periodicals and publications which are essentially devoted to advertising)",4901.0,261321470
Italy,IT,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments, n.e.s.",9018.0,261212652
Germany,DE,"Electrical capacitors, fixed, variable or adjustable ""pre-set""; parts thereof",8532.0,261115254
Netherlands,NL,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4810)",4811.0,261095558
Belgium,BE,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of heading 8469 to 8472, n.e.s.",8473.0,261062532
Austria,AT,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses ""incl. those in the form of transdermal administration"" or in forms or packings for retail sale (excl. goods of heading 3002, 3005 or 3006)",3004.0,260871542
Denmark,DK,"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability",9021.0,260869809
Spain,ES,"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, or in powder form",7106.0,260853216
Spain,ES,"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, whether or not prepared, and mustard",2103.0,260464085
Irish Republic,IE,"Particle board, oriented strand board ""OSB"" and similar board ""e.g. waferboard"" of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances (excl. fibreboard, veneered particle board, cellular wood panels and board of ligneous materials agglomerated wi",4410.0,260272354
Denmark,DK,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, incl. pressure-reducing valves and thermostatically controlled valves; parts thereof",8481.0,259593233
